0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124
67,1.2439,0.584,0.2334,0.8802,0.9437,0.8163,0.3599,1.0879,0.3808,0.8551,1.1026,0.5188,0.9451,0.8771,0.8744,0.3969,0.6286,0.6933,0.473,0.8262,0.5782,0.5304,0.5278,0.0731,0.2693,0.666,0.4665,0.6901,0.9222,0.3811,0.3992,0.6,0.6885,0.6547,0.5797,0.522,1.1376,0.9102,0.6984,0.6063,0.7048,0.4339,0.5678,0.761,0.3415,1.118,1.0175,0.4781,1.0732,0.7623,0.7314,0.3444,0.4191,0.8261,0.2026,0.8587,0.522,0.9551,0.2695,0.404,0.5269,0.1951,0.3108,0.0814,0.283,0.5881,0,0.6822,0.7892,0.7732,0.9658,0.5916,0.515,0.7826,0.8907,0.7033,0.4125,0.2125,0.6672,0.3597,0.9174,1.1033,0.6487,1.3324,1.1812,0.7391,0.6639,0.7357,0.9013,0.3388,0.6853,0.6937,0.5748,0.5564,0.6705,1.0421,0.4402,0.9961,0.3092,0.2693,0.8415,0.7778,0.7067,0.6826,0.7428,0.7533,0.4188,0.5354,0.4942,0.4942,0.3357,0.3526,0.7917,1.0411,0.3781,0.7177,1.1385,0.8693,0.6103,0.1397,0.7347,0.2014,0.4935,1.2536
68,0.811,1.2563,0.8556,0.3174,0.93,1.3924,0.5,0.8586,0.3982,0.2958,0.5214,1.1989,0.5338,0.5312,0.2786,0.3131,0.1458,0.6771,1.0768,0.2347,1.2423,0.9699,1.2072,0.7273,0.4436,0.2435,1.1406,0.9436,0.3164,0.3264,1.0293,0.8564,0.749,1.336,1.1259,0.5029,0.4612,0.2331,0.7296,0.8974,0.0225,0.3083,0.1499,1.101,0.5389,0.8792,0.8969,1.1233,0.7351,1.4079,0.3668,1.0065,0.8937,0.4516,0.7874,0.6581,0.372,0.4069,0.43,1.0397,0.9751,0.5339,0.8499,0.7411,0.9651,1.2531,0.6822,0,1.0382,1.158,0.8153,0.9808,1.1969,1.4148,1.5277,0.7504,0.3667,0.8936,0.2297,0.6476,1.5531,0.4276,0.2274,1.0109,0.9481,1.413,1.3443,0.4371,0.308,0.6408,0.4113,1.3489,1.2324,0.1604,0.364,0.6804,0.3874,0.8508,0.4036,0.9484,1.4634,1.4519,1.3452,0.9777,1.0816,1.4263,0.3311,1.2175,1.1747,0.3953,0.6306,0.8459,0.1422,0.612,1.0221,1.3367,0.5158,0.9407,0.8294,0.5518,0.487,0.515,0.253,0.9406
69,0.9862,0.8621,0.9768,0.9726,0.3619,0.6404,0.5867,0.6641,0.6827,0.9606,1.1016,0.9999,0.8232,0.737,1.0086,0.7877,0.8968,0.4004,0.5836,0.9867,0.8125,0.3159,1.0124,0.7315,0.9216,0.8271,1.0122,0.1044,1.0414,0.7841,0.6382,0.202,0.313,1.0679,0.4742,0.5352,1.323,1.1612,0.3419,0.1836,1.0527,0.7603,0.8931,0.136,0.5619,0.6888,0.5108,1.1087,0.784,0.83,0.7577,0.9841,0.4053,0.7629,0.6112,0.5741,0.6662,0.9837,0.9,0.6531,0.3265,0.6947,0.5167,0.7333,0.8301,0.8223,0.7892,1.0382,0,0.2154,0.53,0.2371,0.9239,0.7913,0.8789,0.3201,0.7006,0.843,0.8401,0.469,0.8927,1.2938,0.8325,0.9078,0.7149,0.9634,1.0875,0.6914,1.0163,0.4881,0.6807,1.2401,1.1458,0.8847,0.7179,0.7989,0.665,0.5324,0.7433,0.8809,0.7921,0.99,0.7705,0.1097,0.1315,0.9663,0.7407,0.9471,0.9795,0.6444,0.4965,0.4598,1.0408,0.8773,1.0437,0.71,1.1901,0.2429,0.2148,0.7545,0.6394,0.7124,0.7971,0.8481
70,1.1965,0.7015,0.9212,1.1391,0.5773,0.4291,0.6694,0.8788,0.7728,1.1243,1.2876,0.8672,1.0149,0.9267,1.1698,0.8755,1.0248,0.5809,0.4452,1.1421,0.6496,0.2428,0.8792,0.7052,0.9599,0.9709,0.8938,0.2476,1.2068,0.8684,0.5184,0.3096,0.4945,0.9141,0.3101,0.6668,1.4874,1.3084,0.5256,0.264,1.1751,0.8593,1.0085,0.0807,0.6357,0.9038,0.7262,1.0042,0.9928,0.635,0.9211,0.8938,0.3542,0.9424,0.574,0.7738,0.7929,1.1611,0.9423,0.5307,0.2469,0.7314,0.4662,0.7029,0.7388,0.6579,0.7732,1.158,0.2154,0,0.743,0.1902,0.7835,0.591,0.6714,0.5056,0.7983,0.771,0.9827,0.5276,0.6835,1.4564,0.9721,1.1232,0.9303,0.7825,0.9344,0.8617,1.1812,0.5413,0.8422,1.1044,1.0223,0.9987,0.8732,1.004,0.7714,0.7469,0.8122,0.797,0.5849,0.8053,0.5804,0.1961,0.0922,0.7833,0.8375,0.8046,0.85,0.7654,0.5514,0.4206,1.1826,1.0765,0.955,0.5147,1.3714,0.4583,0.3456,0.7773,0.8138,0.752,0.9068,1.0634
71,0.4587,1.284,1.1973,0.6029,0.1909,1.1541,0.616,0.1422,0.6481,0.6036,0.6471,1.3628,0.3741,0.3153,0.6528,0.7213,0.6774,0.2754,1.0036,0.6553,1.2419,0.7395,1.375,0.9427,0.947,0.5727,1.3481,0.5126,0.6663,0.7286,1.024,0.5132,0.312,1.464,0.9404,0.4579,0.9255,0.8332,0.2887,0.5532,0.8193,0.6711,0.7147,0.6624,0.6262,0.1712,0.0825,1.4094,0.2627,1.3102,0.4494,1.2709,0.7654,0.3833,0.8756,0.1572,0.5298,0.5718,0.9206,1.04,0.7513,0.7873,0.8329,0.9518,1.1395,1.2532,0.9658,0.8153,0.53,0.743,0,0.6815,1.3068,1.2818,1.3807,0.295,0.6377,1.1157,0.5862,0.6203,1.3977,0.9036,0.5909,0.4016,0.2217,1.4137,1.4813,0.3784,0.6463,0.6389,0.4099,1.5914,1.4799,0.713,0.4565,0.2918,0.5921,0.0361,0.742,1.1696,1.295,1.4462,1.2452,0.5682,0.6529,1.4202,0.6648,1.3318,1.3384,0.5365,0.6388,0.781,0.7471,0.3896,1.3203,1.1956,0.7461,0.2927,0.4729,0.859,0.3312,0.7924,0.6638,0.3312
72,1.113,0.6329,0.7574,0.9902,0.5502,0.4844,0.4856,0.8234,0.5894,0.9732,1.1569,0.7631,0.896,0.807,1.0162,0.6904,0.8524,0.4648,0.3505,0.9844,0.5851,0.0789,0.7756,0.5265,0.7698,0.8078,0.7753,0.1803,1.0561,0.6826,0.4013,0.1754,0.3877,0.8347,0.2603,0.504,1.3333,1.1436,0.4182,0.1299,0.9988,0.6775,0.8309,0.1699,0.4502,0.8515,0.686,0.8736,0.9083,0.6296,0.7734,0.7517,0.1791,0.8097,0.3978,0.6746,0.6237,1.0222,0.7521,0.4164,0.0895,0.5411,0.2942,0.5257,0.5967,0.5954,0.5916,0.9808,0.2371,0.1902,0.6815,0,0.6882,0.6003,0.7005,0.4027,0.6168,0.6156,0.8187,0.3408,0.7187,1.3012,0.8066,1.0802,0.8908,0.7454,0.8541,0.7215,1.0304,0.3532,0.6948,1.0033,0.9088,0.8206,0.7201,0.9094,0.5934,0.6943,0.624,0.6498,0.6158,0.775,0.5656,0.1346,0.1526,0.75,0.6553,0.7117,0.7425,0.594,0.3635,0.242,1.0158,0.9684,0.812,0.5141,1.2342,0.4343,0.2181,0.5879,0.6792,0.5618,0.7281,1.0124
73,1.6715,0.1291,0.4112,1.3727,1.2162,0.5413,0.8007,1.4457,0.8607,1.3485,1.5883,0.0901,1.3927,1.313,1.3735,0.9018,1.1341,1.04,0.3421,1.327,0.1694,0.6107,0.1003,0.4728,0.7748,1.1562,0.1521,0.8621,1.4211,0.8863,0.2899,0.8141,0.9954,0.1584,0.4742,0.9396,1.6494,1.4231,1.0182,0.7882,1.2194,0.9311,1.077,0.8232,0.7665,1.4759,1.3335,0.2799,1.4798,0.3509,1.1973,0.261,0.5482,1.2787,0.4591,1.2442,0.9872,1.4396,0.7799,0.2741,0.5993,0.6797,0.475,0.4589,0.232,0.1692,0.515,1.1969,0.9239,0.7835,1.3068,0.6882,0,0.4004,0.4753,1.0124,0.8962,0.3077,1.1598,0.7134,0.5006,1.615,1.1417,1.7048,1.5279,0.2463,0.1747,1.1825,1.3986,0.7007,1.1363,0.3209,0.2501,1.0653,1.1341,1.4615,0.9112,1.3288,0.8097,0.2605,0.4684,0.2818,0.3311,0.8223,0.814,0.262,0.9126,0.025,0.0838,0.9547,0.7053,0.5258,1.3019,1.4844,0.3003,0.3881,1.6348,1.1089,0.8477,0.6468,1.1657,0.6943,0.9937,1.6297
74,1.7077,0.2712,0.7701,1.5165,1.1425,0.1904,0.9399,1.4236,1.0288,1.4954,1.7099,0.4839,1.4697,1.382,1.5307,1.102,1.3187,1.0538,0.3394,1.4902,0.239,0.5479,0.4907,0.7166,1.0498,1.3092,0.5524,0.7737,1.5757,1.0884,0.3894,0.7719,0.9835,0.4432,0.3439,1.0325,1.8351,1.6208,1.0129,0.7293,1.4364,1.1146,1.2749,0.66,0.8997,1.4516,1.2836,0.68,1.504,0.0602,1.312,0.6451,0.5617,1.3701,0.6292,1.267,1.1219,1.566,1.0462,0.3815,0.5366,0.8831,0.5693,0.7047,0.5483,0.2352,0.7826,1.4148,0.7913,0.591,1.2818,0.6003,0.4004,0,0.1131,0.9993,1.0642,0.6258,1.3167,0.8076,0.1383,1.8011,1.3007,1.6797,1.4892,0.2371,0.462,1.2753,1.5509,0.8051,1.2384,0.6622,0.6328,1.2631,1.2514,1.5008,1.0621,1.294,1.0114,0.6037,0.0682,0.243,0.0777,0.72,0.6604,0.23,1.0926,0.4052,0.4834,1.0883,0.8137,0.5872,1.4921,1.5501,0.6936,0.0873,1.7752,1.0234,0.8139,0.8808,1.2425,0.9032,1.1768,1.6125
75,1.8119,0.3498,0.8645,1.6288,1.2353,0.2455,1.0528,1.5219,1.1419,1.6078,1.8209,0.5511,1.5784,1.4904,1.6434,1.2149,1.4319,1.159,0.4525,1.6031,0.3292,0.6527,0.556,0.8259,1.1589,1.422,0.6251,0.8696,1.6883,1.2013,0.5008,0.8742,1.0866,0.4846,0.4494,1.1438,1.9481,1.7339,1.1165,0.8303,1.5493,1.2277,1.3879,0.7448,1.0127,1.5494,1.3788,0.7495,1.6076,0.1312,1.4234,0.7306,0.6725,1.4801,0.7415,1.3717,1.2345,1.6775,1.156,0.4923,0.6418,0.9956,0.6824,0.8137,0.6467,0.3227,0.8907,1.5277,0.8789,0.6714,1.3807,0.7005,0.4753,0.1131,0,1.1021,1.1773,0.7258,1.4295,0.9199,0.0269,1.9142,1.4136,1.7762,1.5847,0.2642,0.501,1.3857,1.6634,0.9176,1.3494,0.6999,0.6885,1.3762,1.3631,1.606,1.1751,1.3914,1.1242,0.6991,0.0868,0.2527,0.1845,0.8149,0.7474,0.2516,1.2058,0.4752,0.5551,1.2009,0.9263,0.6997,1.6052,1.6576,0.7748,0.1971,1.887,1.1156,0.9166,0.9919,1.352,1.0155,1.2899,1.7105
76,0.7104,0.9894,0.9287,0.6537,0.242,0.8858,0.3861,0.4357,0.4541,0.6426,0.7842,1.0699,0.5093,0.4214,0.6912,0.5508,0.605,0.0808,0.7102,0.6722,0.9479,0.4521,1.0823,0.67,0.7414,0.5229,1.0581,0.2581,0.7226,0.5525,0.729,0.2279,0.017,1.1694,0.6556,0.266,1.004,0.8498,0.0222,0.2729,0.762,0.5106,0.6146,0.4285,0.3819,0.4655,0.325,1.1256,0.5057,1.024,0.4411,0.9883,0.4707,0.443,0.5896,0.2731,0.388,0.6638,0.7161,0.745,0.4636,0.5449,0.5396,0.6776,0.8513,0.9592,0.7033,0.7504,0.3201,0.5056,0.295,0.4027,1.0124,0.9993,1.1021,0,0.4589,0.8335,0.5366,0.345,1.1207,0.9752,0.5317,0.6957,0.5155,1.1209,1.1867,0.3726,0.6978,0.3654,0.3662,1.3009,1.1911,0.6083,0.407,0.5076,0.415,0.3164,0.538,0.8852,1.0179,1.1541,0.9581,0.3118,0.4138,1.1279,0.4958,1.0374,1.0458,0.3759,0.3678,0.4867,0.7342,0.5726,1.0403,0.9123,0.871,0.1984,0.1855,0.6162,0.3197,0.5553,0.5306,0.6231
77,0.8406,0.9339,0.6358,0.4765,0.6846,1.0293,0.1333,0.7351,0.0361,0.4523,0.6944,0.9173,0.5373,0.4766,0.4789,0.092,0.2547,0.4064,0.7249,0.434,0.9122,0.6033,0.9275,0.4295,0.3107,0.26,0.8732,0.5999,0.5262,0.0944,0.6879,0.5066,0.4514,1.0475,0.7623,0.1948,0.7721,0.5569,0.4427,0.5433,0.3861,0.0611,0.2178,0.7466,0.1724,0.7632,0.7071,0.8904,0.6849,1.063,0.32,0.7567,0.5285,0.4181,0.4505,0.5,0.1185,0.546,0.2844,0.7,0.6084,0.2208,0.4949,0.443,0.6736,0.9236,0.4125,0.3667,0.7006,0.7983,0.6377,0.6168,0.8962,1.0642,1.1773,0.4589,0,0.6162,0.2638,0.2809,1.202,0.7379,0.246,0.9581,0.8316,1.0893,1.0592,0.3335,0.5031,0.2743,0.2825,1.1055,0.9866,0.2068,0.2607,0.6468,0.0461,0.6726,0.1141,0.6749,1.1087,1.1278,0.9981,0.6269,0.7268,1.1014,0.0401,0.9192,0.8919,0.102,0.2642,0.4841,0.4279,0.6339,0.7898,0.983,0.7387,0.657,0.4861,0.275,0.3451,0.2113,0.1151,0.8794
78,1.4314,0.3934,0.159,1.0892,1.0635,0.7,0.5424,1.2464,0.5825,1.0643,1.31,0.3064,1.1386,1.0656,1.0851,0.6082,0.8404,0.8404,0.3736,1.0372,0.399,0.5404,0.3154,0.1883,0.4671,0.8737,0.2571,0.7561,1.1329,0.5924,0.2865,0.6808,0.8171,0.4425,0.5104,0.6976,1.35,1.1224,0.8333,0.672,0.9161,0.6429,0.7802,0.781,0.5151,1.2768,1.1575,0.2938,1.2515,0.5946,0.9306,0.1552,0.4385,1.0208,0.2456,1.0261,0.7191,1.1618,0.4725,0.2829,0.5327,0.3954,0.3265,0.1757,0.0805,0.4071,0.2125,0.8936,0.843,0.771,1.1157,0.6156,0.3077,0.6258,0.7258,0.8335,0.6162,0,0.8757,0.4956,0.7527,1.3157,0.8572,1.499,1.3361,0.543,0.4515,0.9274,1.1116,0.4776,0.8783,0.493,0.3752,0.7687,0.8684,1.2253,0.6388,1.1429,0.5187,0.0588,0.6903,0.581,0.5481,0.7333,0.7658,0.558,0.6265,0.3264,0.2817,0.6889,0.4786,0.3842,1.0041,1.2336,0.2076,0.5755,1.3488,0.9729,0.7028,0.3503,0.9198,0.4062,0.7038,1.4211
79,0.6396,1.1969,0.8791,0.2136,0.7025,1.2664,0.3773,0.6364,0.2996,0.1889,0.4356,1.179,0.3393,0.3154,0.2159,0.2745,0.0949,0.4595,0.9786,0.1736,1.174,0.8228,1.189,0.6911,0.4979,0.0141,1.1324,0.7526,0.2627,0.2899,0.9474,0.6738,0.5376,1.3104,1.0007,0.3161,0.5211,0.3258,0.515,0.7187,0.2356,0.2333,0.1513,0.9184,0.4171,0.6588,0.6676,1.1411,0.5289,1.319,0.1404,1.0109,0.7655,0.2367,0.7129,0.429,0.1981,0.2893,0.4752,0.9602,0.83,0.4818,0.749,0.7047,0.9358,1.1854,0.6672,0.2297,0.8401,0.9827,0.5862,0.8187,1.1598,1.3167,1.4295,0.5366,0.2638,0.8757,0,0.5126,1.4535,0.4878,0.0186,0.8097,0.7285,1.3519,1.3218,0.2078,0.2394,0.5127,0.1827,1.3604,1.2415,0.1557,0.1358,0.4781,0.2558,0.6218,0.358,0.9341,1.3576,1.3903,1.2533,0.793,0.8998,1.3637,0.2492,1.1828,1.1537,0.2308,0.5037,0.7303,0.201,0.4301,1.0394,1.2334,0.475,0.7201,0.6413,0.5275,0.2573,0.4696,0.176,0.7355
80,0.9581,0.7199,0.5837,0.7089,0.5841,0.7548,0.1477,0.7511,0.2509,0.688,0.9056,0.7574,0.6844,0.6019,0.7244,0.3499,0.5286,0.3449,0.4735,0.6855,0.6884,0.3224,0.7691,0.3253,0.4525,0.5042,0.7341,0.3646,0.7688,0.3418,0.4572,0.2673,0.3297,0.8715,0.4885,0.2315,1.0337,0.8285,0.3418,0.2909,0.6668,0.3404,0.4983,0.4853,0.11,0.7816,0.6648,0.7894,0.7678,0.8143,0.5068,0.6508,0.253,0.5749,0.2602,0.5354,0.3155,0.7599,0.4312,0.4719,0.3275,0.2267,0.2507,0.3334,0.524,0.7001,0.3597,0.6476,0.469,0.5276,0.6203,0.3408,0.7134,0.8076,0.9199,0.345,0.2809,0.4956,0.5126,0,0.9433,1.0002,0.4976,1.0054,0.8405,0.8683,0.8868,0.4783,0.7438,0.0212,0.4365,0.9776,0.8635,0.4875,0.4451,0.7481,0.2651,0.648,0.285,0.5502,0.8461,0.9053,0.7477,0.3762,0.4653,0.8784,0.3177,0.7382,0.7322,0.2822,0.0277,0.2208,0.6989,0.7737,0.7002,0.7231,0.9679,0.5114,0.265,0.291,0.4552,0.2437,0.3951,0.9281
81,1.8309,0.3758,0.8911,1.6522,1.2504,0.2552,1.0771,1.5388,1.1667,1.6313,1.8433,0.5755,1.5994,1.5113,1.6672,1.2403,1.4566,1.1786,0.4774,1.6271,0.3559,0.6726,0.5801,0.8525,1.1855,1.4459,0.65,0.886,1.7119,1.2267,0.5269,0.8929,1.1054,0.5058,0.4699,1.1664,1.9725,1.7587,1.1354,0.8486,1.5747,1.2527,1.4131,0.758,1.0369,1.5661,1.3946,0.7739,1.6264,0.1581,1.4461,0.7566,0.6951,1.5019,0.7673,1.391,1.2582,1.7002,1.1825,0.5186,0.6618,1.0213,0.7071,0.8404,0.6736,0.3493,0.9174,1.5531,0.8927,0.6835,1.3977,0.7187,0.5006,0.1383,0.0269,1.1207,1.202,0.7527,1.4535,0.9433,0,1.9386,1.4377,1.7923,1.6005,0.2851,0.5218,1.4077,1.687,0.9414,1.3718,0.7199,0.7111,1.4013,1.386,1.6255,1.1994,1.408,1.1497,0.7259,0.1029,0.2711,0.211,0.831,0.7612,0.272,1.2307,0.5,0.58,1.2246,0.9501,0.7234,1.63,1.6781,0.8004,0.2203,1.91,1.1306,0.9354,1.0182,1.3735,1.0414,1.3148,1.7271
82,0.663,1.6657,1.2832,0.3215,1.0731,1.7542,0.8617,0.8771,0.7737,0.3333,0.2988,1.6219,0.5306,0.5928,0.2867,0.7146,0.4854,0.8944,1.4621,0.3171,1.6471,1.3094,1.6306,1.1424,0.8712,0.497,1.5658,1.2168,0.2526,0.7298,1.4253,1.1472,0.981,1.7581,1.4885,0.7975,0.0344,0.1946,0.9531,1.1939,0.4056,0.6916,0.5384,1.3873,0.902,0.8846,0.9819,1.5509,0.7045,1.8009,0.5369,1.433,1.2532,0.5417,1.1859,0.7694,0.6859,0.3318,0.8574,1.4372,1.3169,0.9393,1.232,1.1563,1.3846,1.6583,1.1033,0.4276,1.2938,1.4564,0.9036,1.3012,1.615,1.8011,1.9142,0.9752,0.7379,1.3157,0.4878,1.0002,1.9386,0,0.5026,0.9174,0.94,1.8221,1.7672,0.6027,0.2775,0.9996,0.6152,1.7764,1.6597,0.5501,0.5833,0.65,0.7393,0.932,0.8075,1.3717,1.8437,1.8609,1.7359,1.2624,1.3697,1.8347,0.7125,1.6365,1.5974,0.7186,0.9904,1.2165,0.3137,0.5455,1.4496,1.7189,0.2133,1.1284,1.111,0.9683,0.6558,0.9228,0.6283,0.87
83,0.6554,1.1794,0.8606,0.232,0.7028,1.2519,0.361,0.6449,0.2818,0.2072,0.4542,1.1607,0.3538,0.3265,0.2332,0.256,0.0868,0.4555,0.9624,0.1899,1.1567,0.8094,1.1706,0.6727,0.4803,0.0229,1.1139,0.7437,0.2803,0.2714,0.9305,0.6637,0.5321,1.2921,0.986,0.3053,0.5361,0.3371,0.5103,0.7082,0.235,0.2148,0.1377,0.9086,0.401,0.6677,0.6718,1.1225,0.5411,1.3026,0.1493,0.9923,0.7506,0.2486,0.6955,0.4339,0.1843,0.3078,0.4574,0.9432,0.8164,0.4634,0.7326,0.6864,0.9175,1.1682,0.6487,0.2274,0.8325,0.9721,0.5909,0.8066,1.1417,1.3007,1.4136,0.5317,0.246,0.8572,0.0186,0.4976,1.4377,0.5026,0,0.8222,0.7376,1.3344,1.3035,0.2132,0.2572,0.4973,0.184,1.3418,1.2229,0.1412,0.1366,0.491,0.2391,0.6267,0.3394,0.9156,1.342,1.3729,1.237,0.7834,0.8899,1.3463,0.2307,1.1646,1.1354,0.2164,0.4881,0.7147,0.2105,0.4455,1.0208,1.2176,0.4931,0.7174,0.6318,0.509,0.2606,0.4512,0.1575,0.7476
84,0.2595,1.6851,1.5658,0.7129,0.5459,1.5446,0.973,0.26,0.9782,0.7277,0.6186,1.7578,0.4771,0.4975,0.7638,1.026,0.9031,0.6655,1.4052,0.7916,1.6434,1.1403,1.7699,1.3189,1.2644,0.7996,1.7389,0.9067,0.751,1.0372,1.4242,0.9143,0.7127,1.8626,1.34,0.8105,0.9259,0.9323,0.6878,0.9532,1.0061,0.9737,0.9599,1.0436,0.9917,0.2304,0.3981,1.7924,0.2813,1.7097,0.6764,1.6535,1.1664,0.5737,1.2648,0.4741,0.84,0.6378,1.2385,1.4402,1.1522,1.1432,1.2299,1.3293,1.5291,1.6547,1.3324,1.0109,0.9078,1.1232,0.4016,1.0802,1.7048,1.6797,1.7762,0.6957,0.9581,1.499,0.8097,1.0054,1.7923,0.9174,0.8222,0,0.1929,1.8153,1.8795,0.633,0.7427,1.0222,0.6817,1.9825,1.8689,0.9627,0.7166,0.3321,0.9169,0.386,1.0712,1.5547,1.6899,1.8477,1.6452,0.9613,1.0369,1.8217,0.9747,1.7298,1.7331,0.8583,1.0206,1.1796,0.8974,0.4046,1.6996,1.594,0.7103,0.6652,0.8743,1.2123,0.6131,1.144,0.9455,0.079
85,0.3502,1.5027,1.4137,0.6824,0.3531,1.3522,0.8263,0.0966,0.8467,0.6911,0.6506,1.5844,0.4322,0.4169,0.7349,0.9086,0.8233,0.4958,1.221,0.7516,1.4597,0.9529,1.5966,1.161,1.1422,0.7164,1.5696,0.7156,0.7342,0.9178,1.244,0.7279,0.5326,1.6849,1.151,0.6648,0.9551,0.9144,0.5102,0.7651,0.9475,0.8567,0.8717,0.8507,0.8399,0.0701,0.2059,1.6299,0.2362,1.5204,0.5884,1.4912,0.9847,0.4965,1.0969,0.3317,0.717,0.6246,1.1159,1.26,0.9649,0.9981,1.0544,1.1706,1.3609,1.4709,1.1812,0.9481,0.7149,0.9303,0.2217,0.8908,1.5279,1.4892,1.5847,0.5155,0.8316,1.3361,0.7285,0.8405,1.6005,0.94,0.7376,0.1929,0,1.6297,1.7022,0.5299,0.72,0.8586,0.5729,1.8131,1.7014,0.8724,0.6147,0.2925,0.7876,0.1997,0.941,1.3904,1.4984,1.6614,1.4563,0.7699,0.8441,1.6357,0.8539,1.5529,1.56,0.7297,0.8582,1.0021,0.854,0.3947,1.5399,1.404,0.7501,0.4723,0.6889,1.0691,0.4964,1.0015,0.8388,0.1414
86,1.8131,0.1567,0.6572,1.5613,1.2952,0.4234,0.9793,1.5556,1.0532,1.5382,1.769,0.3041,1.5517,1.4674,1.5677,1.1081,1.3371,1.1631,0.4111,1.5233,0.18,0.6777,0.3063,0.6864,1.0058,1.3466,0.3825,0.9255,1.6146,1.0931,0.4111,0.9018,1.1042,0.2207,0.4896,1.0998,1.8565,1.6334,1.131,0.8658,1.4353,1.1312,1.2846,0.8415,0.9415,1.5849,1.4272,0.4994,1.6139,0.177,1.3715,0.5062,0.6532,1.4432,0.639,1.3751,1.1675,1.6213,1.0082,0.3967,0.6656,0.8831,0.6176,0.6728,0.4632,0.1682,0.7391,1.413,0.9634,0.7825,1.4137,0.7454,0.2463,0.2371,0.2642,1.1209,1.0893,0.543,1.3519,0.8683,0.2851,1.8221,1.3344,1.8153,1.6297,0,0.2369,1.3466,1.591,0.8601,1.304,0.4361,0.4279,1.2727,1.3087,1.603,1.0973,1.4307,1.0151,0.502,0.2932,0.0389,0.2082,0.8766,0.8378,0.0158,1.111,0.2372,0.3141,1.1339,0.8668,0.6549,1.5085,1.6389,0.5407,0.2799,1.8238,1.1796,0.9411,0.8616,1.322,0.9003,1.1945,1.7438
87,1.8447,0.2343,0.5156,1.5352,1.3882,0.6354,0.9693,1.6203,1.0243,1.5107,1.7532,0.1455,1.5637,1.485,1.5336,1.0582,1.2908,1.2146,0.504,1.4863,0.2867,0.7778,0.1377,0.6309,0.9109,1.3189,0.212,1.0304,1.5814,1.0425,0.4611,0.986,1.1697,0.0205,0.6249,1.1115,1.8014,1.5738,1.1927,0.9586,1.3668,1.0907,1.2313,0.9805,0.9362,1.6504,1.5072,0.2954,1.6538,0.4029,1.3653,0.3534,0.7209,1.4488,0.6305,1.4186,1.1543,1.6046,0.9192,0.4451,0.7662,0.8401,0.6496,0.6171,0.386,0.2798,0.6639,1.3443,1.0875,0.9344,1.4813,0.8541,0.1747,0.462,0.501,1.1867,1.0592,0.4515,1.3218,0.8868,0.5218,1.7672,1.3035,1.8795,1.7022,0.2369,0,1.353,1.5595,0.8736,1.3061,0.2006,0.2016,1.2198,1.3022,1.6349,1.0768,1.503,0.9674,0.3959,0.524,0.2539,0.412,0.9886,0.9727,0.2499,1.0731,0.1496,0.1697,1.1223,0.8779,0.7003,1.4555,1.6561,0.3656,0.4814,1.7964,1.2795,1.0204,0.8007,1.3376,0.8531,1.1525,1.8043
88,0.5087,1.1975,0.9648,0.2812,0.5033,1.1967,0.3858,0.4354,0.3593,0.2703,0.4372,1.2167,0.2114,0.1431,0.3193,0.3939,0.2999,0.2918,0.9483,0.3043,1.1667,0.7445,1.2278,0.7393,0.6329,0.1944,1.1817,0.6177,0.3501,0.4057,0.9355,0.556,0.3784,1.3391,0.9402,0.2468,0.6317,0.485,0.3504,0.604,0.4416,0.3418,0.3427,0.7894,0.4169,0.4598,0.4599,1.2121,0.3545,1.2871,0.0749,1.0754,0.7137,0.0967,0.7234,0.2212,0.2161,0.3009,0.6073,0.9501,0.7538,0.5406,0.729,0.7518,0.9745,1.1784,0.7357,0.4371,0.6914,0.8617,0.3784,0.7215,1.1825,1.2753,1.3857,0.3726,0.3335,0.9274,0.2078,0.4783,1.4077,0.6027,0.2132,0.633,0.5299,1.3466,1.353,0,0.3252,0.487,0.051,1.4204,1.3023,0.3428,0.085,0.3137,0.2977,0.414,0.4475,0.986,1.3074,1.3836,1.22,0.6659,0.7726,1.3567,0.3447,1.2069,1.1912,0.2417,0.4808,0.6956,0.3807,0.3062,1.1133,1.1889,0.5128,0.536,0.5171,0.6034,0.0555,0.5363,0.3131,0.5554
